# Wavelength/AA, Flux/AA
5.439559630629845742e+03,9.959618658702502625e-01
5.439609634985626144e+03,9.961903086659695816e-01
5.439659639341405637e+03,9.962299171758046690e-01
5.439709643697186038e+03,9.966483399684109568e-01
5.439759648052966440e+03,9.971199497170275539e-01
5.439809652408746842e+03,9.977622307033595650e-01
5.439859656764526335e+03,9.983764564518915474e-01
5.439909661120306737e+03,9.986413219152225906e-01
5.439959665476087139e+03,9.985820166664638453e-01
5.440009669831866631e+03,9.984593606336563676e-01
5.440059674187647033e+03,9.983770148813150280e-01
5.440109678543427435e+03,9.983109887851073783e-01
5.440159682899206928e+03,9.985184124529373761e-01
5.440209687254987330e+03,9.989773319768187054e-01
5.440259691610767732e+03,9.991393903394244491e-01
5.440309695966547224e+03,9.980371536088346041e-01
5.440359700322327626e+03,9.954779968673772572e-01
5.440409704678108028e+03,9.922368706296429419e-01
5.440609722101228726e+03,9.901298403463349995e-01
5.440659726457008219e+03,9.932242944904441373e-01
5.440709730812788621e+03,9.960960394104747540e-01
5.440759735168569023e+03,9.971396097135361014e-01
5.440809739524348515e+03,9.964772931663998801e-01
5.440859743880128917e+03,9.954537705715668094e-01
5.440909748235909319e+03,9.945107433397155638e-01
5.440959752591688812e+03,9.937588551342686483e-01
5.441009756947469214e+03,9.932764745106248405e-01
5.441059761303249616e+03,9.917004663599614522e-01
5.441609809216830399e+03,9.954641638796418723e-01
5.441659813572610801e+03,9.983130859362524534e-01
5.441709817928391203e+03,9.986747880750723727e-01
5.441759822284170696e+03,9.985620782680595386e-01
5.441809826639951098e+03,9.984562479583356520e-01
5.441859830995731500e+03,9.985004179156735660e-01
5.441909835351511902e+03,9.985853861455613600e-01
5.441959839707291394e+03,9.984853523701621159e-01
5.442009844063071796e+03,9.981711604748670918e-01
5.442059848418852198e+03,9.968061334938308482e-01
5.442109852774631690e+03,9.938093037788762185e-01
5.442909922467113574e+03,9.906582986465981566e-01
5.442959926822893976e+03,9.924005872984427157e-01
5.443009931178674378e+03,9.940523508563133825e-01
5.443059935534453871e+03,9.950277755851051342e-01
5.443109939890234273e+03,9.949467768720672289e-01
5.443159944246014675e+03,9.926940629719198661e-01
5.443609983448035564e+03,9.926107559324605090e-01
5.443659987803815966e+03,9.961403039572659379e-01
5.443709992159595458e+03,9.976908011860081693e-01
5.443759996515375860e+03,9.982608165523629840e-01
5.443810000871156262e+03,9.983517735763445256e-01
5.443860005226935755e+03,9.979709972113470773e-01
5.443910009582716157e+03,9.972076163563051709e-01
5.443960013938496559e+03,9.960587956092334938e-01
5.444010018294276961e+03,9.948166905998623299e-01
5.444060022650056453e+03,9.941137358569622773e-01
5.444110027005836855e+03,9.938174698157811182e-01
5.444160031361617257e+03,9.939210485237051085e-01
5.444210035717396750e+03,9.945754621645146454e-01
5.444260040073177151e+03,9.954821002189011558e-01
5.444310044428957553e+03,9.959243835544957513e-01
5.444360048784737046e+03,9.951100653801543405e-01
5.444410053140517448e+03,9.924264172315844235e-01
5.448010366756686381e+03,9.908349810302532479e-01
5.448060371112465873e+03,9.913766134061758883e-01
5.449110462583848857e+03,9.901026941411403826e-01
5.449160466939629259e+03,9.921850012567183796e-01
5.449210471295408752e+03,9.931217498269168109e-01
5.449260475651189154e+03,9.939128960692709125e-01
5.449310480006969556e+03,9.952484425511434196e-01
5.449360484362749048e+03,9.961784938285684898e-01
5.449410488718529450e+03,9.966873867224863570e-01
5.449460493074309852e+03,9.965754922289382645e-01
5.449510497430089345e+03,9.959723081829737756e-01
5.449560501785869747e+03,9.946404971161162401e-01
5.449610506141650148e+03,9.924460908459230568e-01
5.449660510497429641e+03,9.903517315380632180e-01
5.449860527920550339e+03,9.910950986262474505e-01
5.449910532276330741e+03,9.938320258211663649e-01
5.449960536632111143e+03,9.959830377506428967e-01
5.450010540987890636e+03,9.972352864514834048e-01
5.450060545343671038e+03,9.976606794236194675e-01
5.450110549699451440e+03,9.974504848906153853e-01
5.450160554055230932e+03,9.964492853963851093e-01
5.450210558411011334e+03,9.952245685362114402e-01
5.450260562766791736e+03,9.939685625025531657e-01
5.450310567122571229e+03,9.931931996367425741e-01
5.450360571478351631e+03,9.928437985485178974e-01
5.450410575834132032e+03,9.926122200267951667e-01
5.450460580189912434e+03,9.930531310418682089e-01
5.450510584545691927e+03,9.937663913165066809e-01
5.450560588901472329e+03,9.944346405830916114e-01
5.450610593257252731e+03,9.945058957375448871e-01
5.450660597613032223e+03,9.938496434789525491e-01
5.450710601968812625e+03,9.933985267901416227e-01
5.450760606324593027e+03,9.932595964816959277e-01
5.450810610680372520e+03,9.932424342777361748e-01
5.450860615036152922e+03,9.931648488058651969e-01
5.450910619391933324e+03,9.937342406360762936e-01
5.450960623747712816e+03,9.948535064600866340e-01
5.451010628103493218e+03,9.963830405734643847e-01
5.451060632459273620e+03,9.974346695979542377e-01
5.451110636815054022e+03,9.978139043311107237e-01
5.451160641170833514e+03,9.968631907581255724e-01
5.451210645526613916e+03,9.951048064861323095e-01
5.451260649882394318e+03,9.929811959802601340e-01
5.451310654238173811e+03,9.910184119117870782e-01
5.451510671661294509e+03,9.906648854019736161e-01
5.451560676017074911e+03,9.923419241870578000e-01
5.451610680372854404e+03,9.936944641796816580e-01
5.451660684728634806e+03,9.942533754988049921e-01
5.451710689084415208e+03,9.931475214365970139e-01
5.452510758776897092e+03,9.933301252967641215e-01
5.452560763132677494e+03,9.956293868731469487e-01
5.452610767488456986e+03,9.929902929239080578e-01
5.454310915584981558e+03,9.903218520276966252e-01
5.456811133373987104e+03,9.905344980759068774e-01
5.456861137729767506e+03,9.920079226660254434e-01
5.456911142085547908e+03,9.906535224692958330e-01
5.457761216133809285e+03,9.935656247219311066e-01
5.457811220489589687e+03,9.969410625064556442e-01
5.457861224845370089e+03,9.975359737689132311e-01
5.457911229201149581e+03,9.968536226577719983e-01
5.457961233556929983e+03,9.956202424999260892e-01
5.458011237912710385e+03,9.945170138617567268e-01
5.458061242268489877e+03,9.937693730766622435e-01
5.458111246624270279e+03,9.932871186885054993e-01
5.458161250980050681e+03,9.934373599035326574e-01
5.458211255335831083e+03,9.944009607129740136e-01
5.458261259691610576e+03,9.955788229441797643e-01
5.458311264047390978e+03,9.967915414758925507e-01
5.458361268403171380e+03,9.974255142809611563e-01
5.458411272758950872e+03,9.975942169751087496e-01
5.458461277114731274e+03,9.970357922664430106e-01
5.458511281470511676e+03,9.960147019758048836e-01
5.458561285826291169e+03,9.949080671656078678e-01
5.458611290182071571e+03,9.941035717856413489e-01
5.458661294537851973e+03,9.938391667839839849e-01
5.458711298893631465e+03,9.941596718432972324e-01
5.458761303249411867e+03,9.951522990142667169e-01
5.458811307605192269e+03,9.963433840898645588e-01
5.458861311960972671e+03,9.969636362467731994e-01
5.458911316316752163e+03,9.966472074657085622e-01
5.458961320672532565e+03,9.956852946128988968e-01
5.459011325028312967e+03,9.944273119654544191e-01
5.459061329384092460e+03,9.934440523328430528e-01
5.459111333739872862e+03,9.925812676369798471e-01
5.459161338095653264e+03,9.923840760595173949e-01
5.459211342451432756e+03,9.930400356886497359e-01
5.459261346807213158e+03,9.940843046829996865e-01
5.459311351162993560e+03,9.953108436729251052e-01
5.459361355518773053e+03,9.963889358568719379e-01
5.459411359874553455e+03,9.973155408106757491e-01
5.459461364230333857e+03,9.976770836763187988e-01
5.459511368586113349e+03,9.972462202661959152e-01
5.459561372941893751e+03,9.963812337244306594e-01
5.459611377297674153e+03,9.955200721843193712e-01
5.459661381653454555e+03,9.951348194591951302e-01
5.459711386009234047e+03,9.951770554506542688e-01
5.459761390365014449e+03,9.958909544959508864e-01
5.459811394720794851e+03,9.972332238623966560e-01
5.459861399076574344e+03,9.985888889131138146e-01
5.459911403432354746e+03,9.993467545446325095e-01
5.459961407788135148e+03,9.993232523863335715e-01
5.460011412143914640e+03,9.988239869223234368e-01
5.460061416499695042e+03,9.978224929023209455e-01
5.460111420855475444e+03,9.969566555237090455e-01
5.460161425211254937e+03,9.963928760343063740e-01
5.460211429567035339e+03,9.948724120925414027e-01
5.461161512326857519e+03,9.922587388583534729e-01
5.461211516682637921e+03,9.945845291399295629e-01
5.461261521038418323e+03,9.933361180196065288e-01
5.461811568951999107e+03,9.913284372304687064e-01
5.461861573307779508e+03,9.929932163866129757e-01
5.461911577663559910e+03,9.937114867946194030e-01
5.461961582019339403e+03,9.944780290850251392e-01
5.462011586375119805e+03,9.952004601232568026e-01
5.462061590730900207e+03,9.955847411967166938e-01
5.462111595086679699e+03,9.959210837767507041e-01
5.462161599442460101e+03,9.961937144041641545e-01
5.462211603798240503e+03,9.938764457789703854e-01
5.464561808519905753e+03,9.925341840337897903e-01
5.464611812875686155e+03,9.968774928527841528e-01
5.464661817231466557e+03,9.977806695828336236e-01
5.464711821587246050e+03,9.979568361552775269e-01
5.464761825943026452e+03,9.979134132266089807e-01
5.464811830298806854e+03,9.976513030427085482e-01
5.464861834654586346e+03,9.970033769802795209e-01
5.464911839010366748e+03,9.954069775754851301e-01
5.464961843366147150e+03,9.932638265089610563e-01
5.465011847721926642e+03,9.910403626055366288e-01
5.465261869500827743e+03,9.903754276318355032e-01
5.465311873856608145e+03,9.921207104817444389e-01
5.465361878212387637e+03,9.936423648318802870e-01
5.465411882568168039e+03,9.948793763179645255e-01
5.465461886923948441e+03,9.963412127792190542e-01
5.465511891279727934e+03,9.974552987945184412e-01
5.465561895635508336e+03,9.971301478058116619e-01
5.465611899991288738e+03,9.950156112712995604e-01
5.465661904347068230e+03,9.918201072700439935e-01
5.465961930481749732e+03,9.903416874010498860e-01
5.466011934837529225e+03,9.916928699815207304e-01
5.466061939193309627e+03,9.918598524656762061e-01
5.467262043732031998e+03,9.915826947858747964e-01
5.467312048087812400e+03,9.918716317155834572e-01
5.467362052443592802e+03,9.900579489624115048e-01
5.468562156982315173e+03,9.900895101844300328e-01
5.468612161338095575e+03,9.943445633892434854e-01
5.468662165693875977e+03,9.965525662575401844e-01
5.468712170049655469e+03,9.972016398280365568e-01
5.468762174405435871e+03,9.973547134336334663e-01
5.468812178761216273e+03,9.974829802740282636e-01
5.468862183116996675e+03,9.980059969962595812e-01
5.468912187472776168e+03,9.981384317792092453e-01
5.468962191828556570e+03,9.971552207273545188e-01
5.469012196184336972e+03,9.938307202112535155e-01
5.469612248453698157e+03,9.929489798617716634e-01
5.469662252809478559e+03,9.951238659478952586e-01
5.469712257165258052e+03,9.969610994345332600e-01
5.469762261521038454e+03,9.982081475648751923e-01
5.469812265876818856e+03,9.974536457803735434e-01
5.469862270232598348e+03,9.919927669996186914e-01
5.471462409617562116e+03,9.949801641984011846e-01
5.471512413973342518e+03,9.979499333269603589e-01
5.471562418329122920e+03,9.982976816216205806e-01
5.471612422684902413e+03,9.981009280274558693e-01
5.471662427040682815e+03,9.980225042450577844e-01
5.471712431396463217e+03,9.980461325067964129e-01
5.471762435752243618e+03,9.981667551295393404e-01
5.471812440108023111e+03,9.983915283407623908e-01
5.471862444463803513e+03,9.986752426733629395e-01
5.471912448819583915e+03,9.986904326201307969e-01
5.471962453175363407e+03,9.983736573080511656e-01
5.472012457531143809e+03,9.972291929112671038e-01
5.472062461886924211e+03,9.946411482206286570e-01
5.472112466242703704e+03,9.901673630819269878e-01
5.474812701454830858e+03,9.902572852841267093e-01
5.474862705810610350e+03,9.916413579559804070e-01
5.474912710166390752e+03,9.932277990478632912e-01
5.474962714522171154e+03,9.942679890458367975e-01
5.475012718877950647e+03,9.947733215420373476e-01
5.475062723233731049e+03,9.949990867966895802e-01
5.475112727589511451e+03,9.945286703866001998e-01
5.475162731945290943e+03,9.925439606392750802e-01
5.479063071696140469e+03,9.908777475023342607e-01
5.479113076051920871e+03,9.922078284622144473e-01
5.479163080407701273e+03,9.935821608705404095e-01
5.479213084763480765e+03,9.949082893813249173e-01
5.479263089119261167e+03,9.960083539211407322e-01
5.479313093475041569e+03,9.967185917177320276e-01
5.479363097830821062e+03,9.972038165491710071e-01
5.479413102186601463e+03,9.975970610462905341e-01
5.479463106542381865e+03,9.978361939748292553e-01
5.479513110898162267e+03,9.979918474200795142e-01
5.479563115253941760e+03,9.978731396265603237e-01
5.479613119609722162e+03,9.976561746685723708e-01
5.479663123965502564e+03,9.975365284070314420e-01
5.479713128321282056e+03,9.974567742043359830e-01
5.479763132677062458e+03,9.972941231262446582e-01
5.479813137032842860e+03,9.973390235869703524e-01
5.479863141388622353e+03,9.974566496785026715e-01
5.479913145744402755e+03,9.974276153205474671e-01
5.479963150100183157e+03,9.972220603868984234e-01
5.480013154455962649e+03,9.968734923736497500e-01
5.480063158811743051e+03,9.968708128939396396e-01
5.480113163167523453e+03,9.968407358732014334e-01
5.480163167523303855e+03,9.964894212360596581e-01
5.480213171879083347e+03,9.948100680487917957e-01
5.480263176234863749e+03,9.903418542113222589e-01
5.482763394023869296e+03,9.928743904060218783e-01
5.482813398379649698e+03,9.935577669544255475e-01
5.483663472427911984e+03,9.902306859393711358e-01
5.484263524697273169e+03,9.965504273725405149e-01
5.484313529053053571e+03,9.987258693286493738e-01
5.484363533408833973e+03,9.971756258811677043e-01
5.484413537764613466e+03,9.914553871630703563e-01
5.484863576966634355e+03,9.925615791361251938e-01
5.484913581322414757e+03,9.949662134029658711e-01
5.484963585678195159e+03,9.957959353203204023e-01
5.485013590033974651e+03,9.962789032470031891e-01
5.485063594389755053e+03,9.967980689529317706e-01
5.485113598745535455e+03,9.976297137432557083e-01
5.485163603101315857e+03,9.982947490025100290e-01
5.485213607457095350e+03,9.983513264633128159e-01
5.485263611812875752e+03,9.970167142591621623e-01
5.485313616168656154e+03,9.944341916480849974e-01
5.485363620524435646e+03,9.913510360956562240e-01
5.485863664082236937e+03,9.918411457831239897e-01
5.485913668438017339e+03,9.945279558220648797e-01
5.485963672793797741e+03,9.953506393767541649e-01
5.486013677149577234e+03,9.949217133821551817e-01
5.486063681505357636e+03,9.941400920095240235e-01
5.486113685861138038e+03,9.934952336815174867e-01
5.486163690216917530e+03,9.933576204489924510e-01
5.486213694572697932e+03,9.938948976413922720e-01
5.486263698928478334e+03,9.947926931870090250e-01
5.486313703284257826e+03,9.953006733490331603e-01
5.486363707640038228e+03,9.948660551040657829e-01
5.486413711995818630e+03,9.933633160641383020e-01
5.486463716351598123e+03,9.908386617749846970e-01
5.488563899294363182e+03,9.905604952156146226e-01
5.488613903650143584e+03,9.938426139275819970e-01
5.488663908005923986e+03,9.961108854541859126e-01
5.488713912361704388e+03,9.976956542472071865e-01
5.488763916717483880e+03,9.986639370995467058e-01
5.488813921073264282e+03,9.992605447293640974e-01
5.488863925429044684e+03,9.993552315130900254e-01
5.488913929784824177e+03,9.992286807840367047e-01
5.488963934140604579e+03,9.992277926875047234e-01
5.489013938496384981e+03,9.991816270501954200e-01
5.489063942852164473e+03,9.990807193341428860e-01
5.489113947207944875e+03,9.988771977933111890e-01
5.489163951563725277e+03,9.986948776659962945e-01
5.489213955919504770e+03,9.985733089866033474e-01
5.489263960275285172e+03,9.986172490972021754e-01
5.489313964631065573e+03,9.986965544033963305e-01
5.489363968986845975e+03,9.980104366062297894e-01
5.489413973342625468e+03,9.956563236579009102e-01
5.489463977698405870e+03,9.906453367599910020e-01
5.491264134506490336e+03,9.942037465296623688e-01
5.491314138862269829e+03,9.979717481617209618e-01
5.491364143218050231e+03,9.994369153573408049e-01
5.491414147573830633e+03,9.997370072074480696e-01
5.491464151929611035e+03,9.997966314772224194e-01
5.491514156285390527e+03,9.998125759967255721e-01
5.491564160641170929e+03,9.983303651484116692e-01
5.491614164996951331e+03,9.922517960736652043e-01
5.492364230333652813e+03,9.914596958081489664e-01
5.492414234689433215e+03,9.932706046453967375e-01
5.492464239045212707e+03,9.944678684719716610e-01
5.492514243400993109e+03,9.953469743574872020e-01
5.492564247756773511e+03,9.958879240103111208e-01
5.492614252112553004e+03,9.952750462444479584e-01
5.494064378430176475e+03,9.930477947797142768e-01
5.494114382785956877e+03,9.964018296525893881e-01
5.494164387141737279e+03,9.962633739618385054e-01
5.494214391497516772e+03,9.914153256799167480e-01
5.495164474257339862e+03,9.953330134155480291e-01
5.495214478613119354e+03,9.970279455055224282e-01
5.495264482968899756e+03,9.969063656865917444e-01
5.495314487324680158e+03,9.963334207957330602e-01
5.495364491680459651e+03,9.959935327818196793e-01
5.495414496036240052e+03,9.949564897392264573e-01
5.495464500392020454e+03,9.918630933404533057e-01
5.496164561372941535e+03,9.925239748275181961e-01
5.496214565728721936e+03,9.947356176955066687e-01
5.496264570084502338e+03,9.942413943278856081e-01
5.496314574440281831e+03,9.900206077208473232e-01
5.498164735604146699e+03,9.938907882874171706e-01
5.498214739959927101e+03,9.954202838064397652e-01
5.498264744315706594e+03,9.955725074315693313e-01
5.498314748671486996e+03,9.949684046174600560e-01
5.498364753027267398e+03,9.946582926455651563e-01
5.498414757383046890e+03,9.947195321115801514e-01
5.498464761738827292e+03,9.951443063300766667e-01
5.498514766094607694e+03,9.956972563098583917e-01
5.498564770450388096e+03,9.959238852096489181e-01
5.498614774806167588e+03,9.960990301528387381e-01
5.498664779161947990e+03,9.961002332373029011e-01
5.498714783517728392e+03,9.956901181458639449e-01
5.498764787873507885e+03,9.950421210843221065e-01
5.498814792229288287e+03,9.943252801791951923e-01
5.498864796585068689e+03,9.934311382918421529e-01
5.498914800940848181e+03,9.929038940749463915e-01
5.498964805296628583e+03,9.928284168134428045e-01
5.499014809652408985e+03,9.926171621378443444e-01
5.499064814008188478e+03,9.927366478223382806e-01
5.499114818363968880e+03,9.929470796001222954e-01
5.499164822719749282e+03,9.929862445515639235e-01
5.499214827075529683e+03,9.921841889141574944e-01
5.499264831431309176e+03,9.908341324703331399e-01
5.499464848854429874e+03,9.902239329172135562e-01
5.499514853210210276e+03,9.920182412112545922e-01
5.499564857565989769e+03,9.941227929833157395e-01
5.499614861921770171e+03,9.956096430072601811e-01
5.499664866277550573e+03,9.963279036770786856e-01
5.499714870633330065e+03,9.965588967890650629e-01
5.499764874989110467e+03,9.967127023020525556e-01
5.499814879344890869e+03,9.968356133713722755e-01
5.499864883700670362e+03,9.969192798087801455e-01
5.499914888056450764e+03,9.968059375295811320e-01
5.499964892412231166e+03,9.968055163866172963e-01
5.500014896768011567e+03,9.968705561339274990e-01
5.500064901123791060e+03,9.970386875142187577e-01
5.500114905479571462e+03,9.971849942900357089e-01
5.500164909835351864e+03,9.974602590657314360e-01
5.500214914191131356e+03,9.975766692141687653e-01
5.500264918546911758e+03,9.972187641303267291e-01
5.500314922902692160e+03,9.966013133498129450e-01
5.500364927258471653e+03,9.956867599476506570e-01
5.500414931614252055e+03,9.945493731676476878e-01
5.500464935970032457e+03,9.927898258220457794e-01
5.500514940325811949e+03,9.911984202915823383e-01
5.501014983883613240e+03,9.901277004152364558e-01
5.502315097133896415e+03,9.954345456206307174e-01
5.502365101489676817e+03,9.978341313148511027e-01
5.502415105845457219e+03,9.983963132572455379e-01
5.502465110201236712e+03,9.987150154984903994e-01
5.502515114557017114e+03,9.988858259861155275e-01
5.502565118912797516e+03,9.991786577361184696e-01
5.502615123268577008e+03,9.990789887712728801e-01
5.502665127624357410e+03,9.980428272769876763e-01
5.502715131980137812e+03,9.951948589700667647e-01
5.502765136335918214e+03,9.904552824272896405e-01
5.503415192961058892e+03,9.918090893532398589e-01
5.503465197316839294e+03,9.938675042777354030e-01
5.503515201672619696e+03,9.937106594338303012e-01
5.503565206028400098e+03,9.929770921525248317e-01
5.503615210384179591e+03,9.909208856798084053e-01
5.505115341057583464e+03,9.950272455590124521e-01
5.505165345413363866e+03,9.978671727796802893e-01
5.505215349769143359e+03,9.987238638453723727e-01
5.505265354124923761e+03,9.983656614017191178e-01
5.505315358480704163e+03,9.976700848712618530e-01
5.505365362836483655e+03,9.966355291869621880e-01
5.505415367192264057e+03,9.955491316415829850e-01
5.505465371548044459e+03,9.945464969086964535e-01
5.505515375903823951e+03,9.924864523180672027e-01
5.507265528356128925e+03,9.908161301151644507e-01
5.507315532711908418e+03,9.915006828408514661e-01
5.507365537067688820e+03,9.920021128685800882e-01
5.507415541423469222e+03,9.925027863644859671e-01
5.507465545779248714e+03,9.920700407063661741e-01
5.507965589337050005e+03,9.919694519758479601e-01
5.508015593692830407e+03,9.957375869251856582e-01
5.508065598048610809e+03,9.970398372481726890e-01
5.508115602404390302e+03,9.967486917652136347e-01
5.508165606760170704e+03,9.949236842245364754e-01
5.508215611115951106e+03,9.915639353673626477e-01
5.508815663385312291e+03,9.909121448227589113e-01
5.508865667741092693e+03,9.958581577740228674e-01
5.508915672096872186e+03,9.973515998622303202e-01
5.508965676452652588e+03,9.974477028788260036e-01
5.509015680808432990e+03,9.973446205668041742e-01
5.509065685164212482e+03,9.975438263291639407e-01
5.509115689519992884e+03,9.978657090955460607e-01
5.509165693875773286e+03,9.981487827269881485e-01
5.509215698231553688e+03,9.984017697600926500e-01
5.509265702587333180e+03,9.983691091247337557e-01
5.509315706943113582e+03,9.981937341174165201e-01
5.509365711298893984e+03,9.981589286837685426e-01
5.509415715654673477e+03,9.979484243112243247e-01
5.509465720010453879e+03,9.979030094068306322e-01
5.509515724366234281e+03,9.983432683416393338e-01
5.509565728722013773e+03,9.987305087882178967e-01
5.509615733077794175e+03,9.971293109795940079e-01
5.510965850683857752e+03,9.924007910214011075e-01
5.511015855039637245e+03,9.937301446902486735e-01
5.511065859395417647e+03,9.940199731512815440e-01
5.511115863751198049e+03,9.938772341304981106e-01
5.511165868106977541e+03,9.935544631201700394e-01
5.511215872462757943e+03,9.923039707092401462e-01
5.511265876818538345e+03,9.900708924173325931e-01
5.513366059761303404e+03,9.913283482403977276e-01
5.513416064117083806e+03,9.934063469639617949e-01
5.513466068472863299e+03,9.955554606705566689e-01
5.513516072828643701e+03,9.971845663509255608e-01
5.513566077184424103e+03,9.981762922670659455e-01
5.513616081540203595e+03,9.984590567476605560e-01
5.513666085895983997e+03,9.982697121967539777e-01
5.513716090251764399e+03,9.978369914900210302e-01
5.513766094607543891e+03,9.973885692368085198e-01
5.513816098963324293e+03,9.971413481339725937e-01
5.513866103319104695e+03,9.969215136504928632e-01
5.513916107674884188e+03,9.965062595384218680e-01
5.513966112030664590e+03,9.944289534684820353e-01
5.515316229636728167e+03,9.902280717501126261e-01
5.515366233992507659e+03,9.915289784429874853e-01
5.515416238348288061e+03,9.921326519377999809e-01
5.515466242704068463e+03,9.931870061980233588e-01
5.515516247059847956e+03,9.945413046754266739e-01
5.515566251415628358e+03,9.958268497617210890e-01
5.515616255771408760e+03,9.967337255687174213e-01
5.515666260127189162e+03,9.973475396031727946e-01
5.515716264482968654e+03,9.969858145398791116e-01
5.515766268838749056e+03,9.946299308444127574e-01
5.515816273194529458e+03,9.904009418517532026e-01
5.516166303684989543e+03,9.913929903635047003e-01
5.516216308040769945e+03,9.932019041152111427e-01
5.516266312396550347e+03,9.904779235416263372e-01
5.517766443069954221e+03,9.943053664660841395e-01
5.517816447425733713e+03,9.979971894910584229e-01
5.517866451781514115e+03,9.976985338349022570e-01
5.517916456137294517e+03,9.939486204284959658e-01
5.518966547608676592e+03,9.904823617018878590e-01
5.519016551964456994e+03,9.930241881262181769e-01
5.519066556320236486e+03,9.948897284596461832e-01
5.519116560676016888e+03,9.961072598277684875e-01
5.519166565031797290e+03,9.961368416690992156e-01
5.519216569387577692e+03,9.946721428922419284e-01
5.519266573743357185e+03,9.918696786892503559e-01
5.521766791532363641e+03,9.904472558774468638e-01
5.521816795888143133e+03,9.916032038401736415e-01
5.521866800243923535e+03,9.935303251757596765e-01
5.521916804599703937e+03,9.955098694938340209e-01
5.521966808955484339e+03,9.969226242043622843e-01
5.522016813311263832e+03,9.972265198943388587e-01
5.522066817667044234e+03,9.970046843808713088e-01
5.522116822022824635e+03,9.966663982609816896e-01
5.522166826378604128e+03,9.945365407291999471e-01
5.522716874292185821e+03,9.925268576809658239e-01
5.522766878647966223e+03,9.971893446077764178e-01
5.522816883003745716e+03,9.981811333309993373e-01
5.522866887359526118e+03,9.982038976612388481e-01
5.522916891715306519e+03,9.981154538137125831e-01
5.522966896071086012e+03,9.964626351993381981e-01
5.523016900426866414e+03,9.908539747584532709e-01
5.524717048523390986e+03,9.907878752270248279e-01
5.525867148706332955e+03,9.906063579730783886e-01
5.525917153062113357e+03,9.919537530250150947e-01
5.525967157417893759e+03,9.916544852384241437e-01
5.526017161773673251e+03,9.911067118686771593e-01
5.526067166129453653e+03,9.906245244071305578e-01
5.526317187908354754e+03,9.911724640250054730e-01
5.526367192264134246e+03,9.924936512992843518e-01
5.526417196619914648e+03,9.937435604972386649e-01
5.526467200975695050e+03,9.945192732203750330e-01
5.526517205331474543e+03,9.904887511423050572e-01
5.530167523303423877e+03,9.946577197776067525e-01
5.530217527659203370e+03,9.972024665939802635e-01
5.530267532014983772e+03,9.977913781188122444e-01
5.530317536370764174e+03,9.972839637068601215e-01
5.530367540726543666e+03,9.965397079967223126e-01
5.530417545082324068e+03,9.954708396660139069e-01
5.530467549438104470e+03,9.923567869415652609e-01
5.531117606063246058e+03,9.945296173311591881e-01
5.531167610419026460e+03,9.961598923052888965e-01
5.531217614774805952e+03,9.969520826719620032e-01
5.531267619130586354e+03,9.978039113926527870e-01
5.531317623486366756e+03,9.984424601583996584e-01
5.531367627842146248e+03,9.985723327195437093e-01
5.531417632197926650e+03,9.972800538680537397e-01
5.531467636553707052e+03,9.938430496985705132e-01
5.533967854342712599e+03,9.930595982304294411e-01
5.534017858698493001e+03,9.962923744015963479e-01
5.534067863054273403e+03,9.973025245673743377e-01
5.534117867410052895e+03,9.965044110953318324e-01
5.534167871765833297e+03,9.945077039645976447e-01
5.534217876121613699e+03,9.926634452027870426e-01
5.534267880477393192e+03,9.910385807708245176e-01
5.535768011150797065e+03,9.909154236992916420e-01
5.535818015506577467e+03,9.924171266786584455e-01
5.535868019862356959e+03,9.920464820311934995e-01
5.535918024218137361e+03,9.900698006761532444e-01
5.536868106977959542e+03,9.921570161159450896e-01
5.536918111333739944e+03,9.918394180479414013e-01
5.537218137468420537e+03,9.902785180415536459e-01
5.537268141824200939e+03,9.939842022312911363e-01
5.537318146179980431e+03,9.969895233464629580e-01
5.537368150535760833e+03,9.981711918647390158e-01
5.537418154891541235e+03,9.960286765464767544e-01
5.538168220228242717e+03,9.904963260135382086e-01
5.538818276853384305e+03,9.907602844901540751e-01
5.538868281209164707e+03,9.916602369454649013e-01
5.538918285564945108e+03,9.906445366469396330e-01
5.539568342190086696e+03,9.913843496260705823e-01
5.540918459796149364e+03,9.921415390728942629e-01
5.540968464151929766e+03,9.942311637898955112e-01
5.541018468507710168e+03,9.956701140873436273e-01
5.541068472863489660e+03,9.965546688573494460e-01
5.541118477219270062e+03,9.971724436243407652e-01
5.541168481575050464e+03,9.976904345949926256e-01
5.541218485930829956e+03,9.983419132596137446e-01
5.541268490286610358e+03,9.987285310977767061e-01
5.541318494642390760e+03,9.979644696834454320e-01
5.541368498998170253e+03,9.953686874493797854e-01
5.541418503353950655e+03,9.907669944384456251e-01
5.541868542555971544e+03,9.913929180930020069e-01
5.541918546911751946e+03,9.923405065064503372e-01
5.541968551267532348e+03,9.927989889674418977e-01
5.542018555623311840e+03,9.930147576652962327e-01
5.542068559979092242e+03,9.934479999500955838e-01
5.542118564334872644e+03,9.941831433644906513e-01
5.542168568690652137e+03,9.948323212318209707e-01
5.542218573046432539e+03,9.954495943104672007e-01
5.542268577402212941e+03,9.964195959449827500e-01
5.542318581757992433e+03,9.970397651096851721e-01
5.542368586113772835e+03,9.974675740070777508e-01
5.542418590469553237e+03,9.975327747071310869e-01
5.542468594825333639e+03,9.973869654473696000e-01
5.542518599181113132e+03,9.965342725552229775e-01
5.542568603536893534e+03,9.952601419647868486e-01
5.542618607892673936e+03,9.942545504180270166e-01
