# Wavelength/AA, Flux/AA
5.394105671225716833e+03,9.955265979719880587e-01
5.394155675581496325e+03,9.963564675009172200e-01
5.394205679937276727e+03,9.967157879495889272e-01
5.394255684293057129e+03,9.970872491826369144e-01
5.394305688648836622e+03,9.968271561304584694e-01
5.394355693004617024e+03,9.916751003804840092e-01
5.395455788831779500e+03,9.916719831610398828e-01
5.395505793187559902e+03,9.939011547243241651e-01
5.395555797543340304e+03,9.942910113896018531e-01
5.395605801899119797e+03,9.942115657629433390e-01
5.395655806254900199e+03,9.939295605773308395e-01
5.395705810610680601e+03,9.937451455515090570e-01
5.395755814966460093e+03,9.932217857640925907e-01
5.395805819322240495e+03,9.921007209886011369e-01
5.395855823678020897e+03,9.906053927967409800e-01
5.398606063245927544e+03,9.924169137772117510e-01
5.398656067601707036e+03,9.929897051602896152e-01
5.398706071957487438e+03,9.918551324303663819e-01
5.398756076313267840e+03,9.901178908173503546e-01
5.399006098092168031e+03,9.901197536799773991e-01
5.399056102447948433e+03,9.925246823053403000e-01
5.399106106803728835e+03,9.947465062260725244e-01
5.399156111159508328e+03,9.958808341590223989e-01
5.399206115515288730e+03,9.941721084314701917e-01
5.399956180851990212e+03,9.908961473083335303e-01
5.400006185207770613e+03,9.929078476773314232e-01
5.400056189563551015e+03,9.929241232193429800e-01
5.400106193919330508e+03,9.921232241603210600e-01
5.400156198275110910e+03,9.905639764668863201e-01
5.400956267967592794e+03,9.932440743187043175e-01
5.401006272323373196e+03,9.924298536611766419e-01
5.402256381217875969e+03,9.938258758363996970e-01
5.402306385573656371e+03,9.957290559483780168e-01
5.402356389929436773e+03,9.944035174397483079e-01
5.402406394285216265e+03,9.906899081068387680e-01
5.403006446554578361e+03,9.908310918535550016e-01
5.403056450910357853e+03,9.940330631118752258e-01
5.403106455266138255e+03,9.945693665631312186e-01
5.403156459621918657e+03,9.940907453657488180e-01
5.403206463977698149e+03,9.933752291137238899e-01
5.403256468333478551e+03,9.929146315012467028e-01
5.403306472689258953e+03,9.925358718159538185e-01
5.403356477045038446e+03,9.921995863395087767e-01
5.403406481400818848e+03,9.918211210905365505e-01
5.403456485756599250e+03,9.918173557257670137e-01
5.403506490112378742e+03,9.905612012345210715e-01
5.408556930046171146e+03,9.921035365633903425e-01
5.408606934401951548e+03,9.931833615678042904e-01
5.408656938757731950e+03,9.918709785099243392e-01
5.411657200104538788e+03,9.932226300833054689e-01
5.411707204460319190e+03,9.936045507269471999e-01
5.411757208816098682e+03,9.922366539940825625e-01
5.411807213171879084e+03,9.901576475256825827e-01
5.412057234950779275e+03,9.913772922854438008e-01
5.412107239306559677e+03,9.935138512371675112e-01
5.412157243662340079e+03,9.947890707367597063e-01
5.412207248018120481e+03,9.954705792776333828e-01
5.412257252373899973e+03,9.954537898527284767e-01
5.412307256729680375e+03,9.952373006261794330e-01
5.412357261085460777e+03,9.949073159708237135e-01
5.412407265441240270e+03,9.943387133967560576e-01
5.412457269797020672e+03,9.935547986111239460e-01
5.412507274152801074e+03,9.908626350796105875e-01
5.413057322066381857e+03,9.922018218263654044e-01
5.413107326422162259e+03,9.936181311008145389e-01
5.413157330777942661e+03,9.927769289308131517e-01
5.413207335133722154e+03,9.914162312435699231e-01
5.413257339489502556e+03,9.906260095535930343e-01
5.413307343845282958e+03,9.909409557426867021e-01
5.413357348201062450e+03,9.921215174633039036e-01
5.413407352556842852e+03,9.917166820098144431e-01
5.414357435316665033e+03,9.922658123135323915e-01
5.414407439672445435e+03,9.937657383953927281e-01
5.414457444028225837e+03,9.934457863815662204e-01
5.414507448384005329e+03,9.927146770161968670e-01
5.414557452739785731e+03,9.917455493712774572e-01
5.414607457095566133e+03,9.902998737376207394e-01
5.415957574701628801e+03,9.901185175585187626e-01
5.416007579057409203e+03,9.910243905185776025e-01
5.416057583413189604e+03,9.910636461641069150e-01
5.416107587768969097e+03,9.908531070429521526e-01
5.416157592124749499e+03,9.900740755342267718e-01
5.416507622615210494e+03,9.913820233599344167e-01
5.416557626970990896e+03,9.941557127463652721e-01
5.416607631326770388e+03,9.962643200665139975e-01
5.416657635682550790e+03,9.973788061242550018e-01
5.416707640038331192e+03,9.973563498506667901e-01
5.416757644394110685e+03,9.942429529740812733e-01
5.417307692307692378e+03,9.952910623218907959e-01
5.417357696663472780e+03,9.975855160761242235e-01
5.417407701019252272e+03,9.981312014262724297e-01
5.417457705375032674e+03,9.985776461245758906e-01
5.417507709730813076e+03,9.988384352933117327e-01
5.417557714086592568e+03,9.989705372589111620e-01
5.417607718442372970e+03,9.991356664942825372e-01
5.417657722798153372e+03,9.992082591358824040e-01
5.417707727153932865e+03,9.992554686748373882e-01
5.417757731509713267e+03,9.993024886941105356e-01
5.417807735865493669e+03,9.993861593137975952e-01
5.417857740221274071e+03,9.991010734155764128e-01
5.417907744577053563e+03,9.985720384936895844e-01
5.417957748932833965e+03,9.978188546295265748e-01
5.418007753288614367e+03,9.973624403466204713e-01
5.418057757644393860e+03,9.969586974082232933e-01
5.418107762000174262e+03,9.969573256020697327e-01
5.418157766355954664e+03,9.972882793942727808e-01
5.418207770711734156e+03,9.978226234109670578e-01
5.418257775067514558e+03,9.978078314756240186e-01
5.418307779423294960e+03,9.973377527021735078e-01
5.418357783779074452e+03,9.965656380583337581e-01
5.418407788134854854e+03,9.965688467192603817e-01
5.418457792490635256e+03,9.964078838040641983e-01
5.418507796846414749e+03,9.906759662346708017e-01
5.419557888317797733e+03,9.926547039466141475e-01
5.419607892673578135e+03,9.955892381648430156e-01
5.419657897029357628e+03,9.971269962748972038e-01
5.419707901385138030e+03,9.977870429249029449e-01
5.419757905740918432e+03,9.979389809666845412e-01
5.419807910096697924e+03,9.976207088938058298e-01
5.419857914452478326e+03,9.969191550063931651e-01
5.419907918808258728e+03,9.960685585589560409e-01
5.419957923164038220e+03,9.948090482387177413e-01
5.420007927519818622e+03,9.903804085741275687e-01
5.422658158376165375e+03,9.905972814777194158e-01
5.422708162731944867e+03,9.950516148144428197e-01
5.422758167087725269e+03,9.966418504560387026e-01
5.422808171443505671e+03,9.971840031289407325e-01
5.422858175799286073e+03,9.973736637582611975e-01
5.422908180155065565e+03,9.975201321131965670e-01
5.422958184510845967e+03,9.974689993185410497e-01
5.423008188866626369e+03,9.973135864727731281e-01
5.423058193222405862e+03,9.970865605702352585e-01
5.423108197578186264e+03,9.967274614315009273e-01
5.423158201933966666e+03,9.965425895681694346e-01
5.423208206289746158e+03,9.962495173686365391e-01
5.423258210645526560e+03,9.957266014499124296e-01
5.423308215001306962e+03,9.952778185110588982e-01
5.423358219357086455e+03,9.947177909566191634e-01
5.423408223712866857e+03,9.939041404125011914e-01
5.423458228068647259e+03,9.912445475555351493e-01
5.424958358742051132e+03,9.917779587321831070e-01
5.425858437146092911e+03,9.935464313015214266e-01
5.425908441501873313e+03,9.954394455159005783e-01
5.425958445857652805e+03,9.939988433583648586e-01
5.426958532973255387e+03,9.921595824132479757e-01
5.427008537329035789e+03,9.914331471441806265e-01
5.427458576531056679e+03,9.900774826174707499e-01
5.427508580886837080e+03,9.940548331145624417e-01
5.427558585242616573e+03,9.955762217582021512e-01
5.427608589598396975e+03,9.954845190944919819e-01
5.427658593954177377e+03,9.939516298077332168e-01
5.427708598309956869e+03,9.917955329797887298e-01
5.428058628800417864e+03,9.908408286867482762e-01
5.428108633156198266e+03,9.921600669016337193e-01
5.428158637511978668e+03,9.931779577450989827e-01
5.428208641867758161e+03,9.938688378151909752e-01
5.428258646223538562e+03,9.941897600936184798e-01
5.428308650579318964e+03,9.940413106713471558e-01
5.428358654935098457e+03,9.938407073921351476e-01
5.428408659290878859e+03,9.932007097768257298e-01
5.428458663646659261e+03,9.909605753781058901e-01
5.431158898858785506e+03,9.907520234388997871e-01
5.431208903214565908e+03,9.928770396432293754e-01
5.431258907570345400e+03,9.936622568437796232e-01
5.431308911926125802e+03,9.921554744280431937e-01
5.431708946772367199e+03,9.903545007852666560e-01
5.431758951128146691e+03,9.933982381950841045e-01
5.431808955483927093e+03,9.947385463597671063e-01
5.431858959839707495e+03,9.949398916797687065e-01
5.431908964195486988e+03,9.948046376618249198e-01
5.431958968551267390e+03,9.947695407348896568e-01
5.432008972907047792e+03,9.948908024236983172e-01
5.432058977262828193e+03,9.946283890435559938e-01
5.432108981618607686e+03,9.933707966307128157e-01
5.432158985974388088e+03,9.908631209384912708e-01
5.435459273455875518e+03,9.915563888414617999e-01
5.435509277811655920e+03,9.908915624627809837e-01
5.437409443331300281e+03,9.936671101605796252e-01
5.437459447687080683e+03,9.954231217794777820e-01
5.437509452042861085e+03,9.936213569220276876e-01
5.437559456398640577e+03,9.908421366515632878e-01
5.438559543514243160e+03,9.943143205121112160e-01
5.438609547870023562e+03,9.963504760443383512e-01
5.438659552225803964e+03,9.970895961277093100e-01
5.438709556581583456e+03,9.970416260912446926e-01
5.438759560937363858e+03,9.967986710913647741e-01
5.438809565293144260e+03,9.958246005281026214e-01
5.438859569648923753e+03,9.939737282381224670e-01
5.438909574004704155e+03,9.911465869565223574e-01
5.439459621918285848e+03,9.915810068681539802e-01
5.439509626274065340e+03,9.947004818691170813e-01
